id	segment	baseline_index	physical_line	baseline	token	action	certainty	literal	alternatives	images	observation
s1t200	1	200	P2.C07	10	10	retain	not_individually_graded	u	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t201	1	201	P2.C07	9	9	retain	not_individually_graded	e	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t202	1	202	P2.C07	M	M	retain	not_individually_graded	r	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t203	1	203	P2.C07	xer	xer	retain	not_individually_graded	te	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t204	1	204	P2.C07	T	T	retain	not_individually_graded	n	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t205	1	205	P2.C07	hi	hi	retain	not_individually_graded	di	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t205a	1	205	P2.C07		#	insert	high	s	[]	"[""L2-06a.png"", ""L2-06b.png""]"	Separate sharp/crossed-double-t is visible between hi and G; L2-06b. Omitted from pass2. Established value s.
s1t206	1	206	P2.C07	G	G	retain	not_individually_graded	h	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t207	1	207	P2.C07	ic	ic	retain	not_individually_graded	is	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t208	1	208	P2.C07	fer	fer	retain	not_individually_graded	ce	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t209	1	209	P2.C07	for	for	retain	not_individually_graded	co	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t210	1	210	P2.C07	ub	ub	retain	not_individually_graded	mu	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t211	1	211	P2.C07	^9T	^9T	retain	not_individually_graded	n	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t212	1	212	P2.C07	A	A	retain	not_individually_graded	i	[]	"[""L2-06a.png"", ""L2-06b.png""]"	
s1t213	1	213	P2.C08	45	45	retain	not_individually_graded	s	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t214	1	214	P2.C08	od	od	retain	not_individually_graded	no	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t215	1	215	P2.C08	#	#	retain	not_individually_graded	s	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t216	1	216	P2.C08	S	S	retain	not_individually_graded	t	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t217	1	217	P2.C08	M	M	retain	not_individually_graded	r	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t218	1	218	P2.C08	9	9	retain	not_individually_graded	e	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t219	1	219	P2.C08	ho	ho	retain	not_individually_graded	do	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t220	1	220	P2.C08	ub	ub	retain	not_individually_graded	mu	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t221	1	221	P2.C08	Zx	Zx	retain	not_individually_graded	s	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t222	1	222	P2.C08	gam	gam	retain	not_individually_graded	h	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t223	1	223	P2.C08	oc	oc	retain	not_individually_graded	os	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t224	1	224	P2.C08	xir	xir	retain	not_individually_graded	ti	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t225	1	225	P2.C08	Z	Z	retain	not_individually_graded	u	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t226	1	226	P2.C08	F	F	retain	not_individually_graded	m	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t227	1	227	P2.C08	for	for	retain	not_individually_graded	co	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t228	1	228	P2.C08	T	T	retain	not_individually_graded	n	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t229	1	229	P2.C08	^xad	^xad	retain	not_individually_graded		[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t230	1	230	P2.C08	X	X	retain	not_individually_graded	a	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t231	1	231	P2.C08	xir	xir	retain	not_individually_graded	ti	[]	"[""L2-07a.png"", ""L2-07b.png""]"	
s1t232	1	232	P2.C09	sul	sul	retain	not_individually_graded	bu	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t233	1	233	P2.C09	#	#	retain	not_individually_graded	s	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t234	1	234	P2.C09	43	43	retain	not_individually_graded	in	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t235	1	235	P2.C09	xer	xer	retain	not_individually_graded	te	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t236	1	236	P2.C09	T	T	retain	not_individually_graded	n	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t237	1	237	P2.C09	hes	hes	retain	uncertain	ge	"[""hes"", ""he""]"	"[""L2-08a.png"", ""L2-08b.png""]"	hes is visually legible and v4 gives ge. Intended intendere would require de, a different frame value, or a redundant final s in the cipher group. Not silently repaired.
s1t238	1	238	P2.C09	ten	ten	retain	not_individually_graded	re	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t239	1	239	P2.C09	od	od	retain	not_individually_graded	no	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t240	1	240	P2.C09	p	p	retain	not_individually_graded	n	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t241	1	241	P2.C09	he	he	retain	not_individually_graded	de	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t242	1	242	P2.C09	tis	tis	retain	not_individually_graded	si	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t243	1	243	P2.C09	ad	ad	retain	not_individually_graded	na	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s1t244	1	244	P2.C09	F	F	retain	not_individually_graded	m	[]	"[""L2-08a.png"", ""L2-08b.png""]"	
s2t000	2	0	P2.C10	10	10	retain	not_individually_graded	u	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t001	2	1	P2.C10	S	Ft	replace	high	t	[]	"[""L2-10a.png"", ""L2-10b.png""]"	Short crossed f shape, not the section-sign curl used for S. Both already have value t; L2-10b.
s2t002	2	2	P2.C10	eb	eb	retain	not_individually_graded	me	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t003	2	3	P2.C10	hi	hi	retain	not_individually_graded	di	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t004	2	4	P2.C10	41	41	retain	not_individually_graded	an	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t005	2	5	P2.C10	xer	xer	retain	not_individually_graded	te	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t006	2	6	P2.C10	X	X	retain	not_individually_graded	a	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t007	2	7	P2.C10	pin	pin	retain	not_individually_graded	li	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t008	2	8	P2.C10	5	5	retain	not_individually_graded	q	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t009	2	9	P2.C10	Z	Z	retain	not_individually_graded	u	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t010	2	10	P2.C10	y	y	retain	not_individually_graded	o	[]	"[""L2-10a.png"", ""L2-10b.png""]"	
s2t011	2	11	P2.C11	5	5	retain	not_individually_graded	q	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t012	2	12	P2.C11	10	10	retain	not_individually_graded	u	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t013	2	13	P2.C11	A	A	retain	not_individually_graded	i	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t014	2	14	P2.C11	hi	hi	retain	not_individually_graded	di	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t015	2	15	P2.C11	#	#	retain	not_individually_graded	s	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t016	2	16	P2.C11	S	S	retain	not_individually_graded	t	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t017	2	17	P2.C11	M	M	retain	not_individually_graded	r	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t018	2	18	P2.C11	X	X	retain	not_individually_graded	a	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t019	2	19	P2.C11	N	N	retain	not_individually_graded	c	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t020	2	20	P2.C11	xir	xir	retain	not_individually_graded	ti	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t021	2	21	P2.C11	#	#	retain	not_individually_graded	s	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t022	2	22	P2.C11	SS	SS	retain	not_individually_graded	i	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t023	2	23	P2.C11	C	C	retain	not_individually_graded	l	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t024	2	24	P2.C11	pon	pon	retain	not_individually_graded	lo	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t025	2	25	P2.C11	tun	tun	retain	not_individually_graded	ru	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t026	2	26	P2.C11	T	T	retain	uncertain	n	"[""T""]"	"[""L2-11a.png"", ""L2-11b.png""]"	Triangle n-sign visible; illorun is not silently changed to illorum.
s2t027	2	27	P2.C11	43	43	retain	not_individually_graded	in	[]	"[""L2-11a.png"", ""L2-11b.png""]"	
s2t028	2	28	P2.C12	hi	hi	retain	not_individually_graded	di	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t029	2	29	P2.C12	10	10	retain	not_individually_graded	u	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t030	2	30	P2.C12	9	9	retain	not_individually_graded	e	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t031	2	31	P2.C12	M	M	retain	not_individually_graded	r	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t032	2	32	P2.C12	tas	tas	retain	not_individually_graded	sa	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t033	2	33	P2.C12	Zx	Zx	retain	not_individually_graded	s	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t034	2	34	P2.C12	46	46	retain	not_individually_graded	pa	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t035	2	35	P2.C12	16	16	retain	not_individually_graded	r	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t036	2	36	P2.C12	xer	xer	retain	not_individually_graded	te	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t037	2	37	P2.C12	#	#	retain	not_individually_graded	s	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t038	2	38	P2.C12	X	X	retain	not_individually_graded	a	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t039	2	39	P2.C12	id	id	retain	not_individually_graded	ni	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t040	2	40	P2.C12	ib	ib	retain	not_individually_graded	mi	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t041	2	41	P2.C12	#	#	retain	not_individually_graded	s	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t042	2	42	P2.C12	G	O_bar	replace	high	?	[]	"[""L2-12a.png"", ""L2-12b.png""]"	Horizontal barred oval without the long descending stem of G; L2-12b and right page edge. Separate shape; value not assigned in the conservative decode.
s2t043	2	43	P2.C12	X	X	retain	not_individually_graded	a	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t044	2	44	P2.C12	fir	fir	retain	not_individually_graded	ci	[]	"[""L2-12a.png"", ""L2-12b.png""]"	
s2t044a	2	44	P2.C12		p?	insert	partial	?	"[""pin""]"	"[""L2-12a.png"", ""L2-12b.png""]"	After fir, an additional p-initial group is clipped by the dark right border. The p descender and following strokes are visible in L2-12b and the uncropped rotated page. pin=li is a completion, not a fully visible group. Counted as one provisional group.
s2t045	2	45	P2.C13	uc	uc	retain	not_individually_graded	us	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t046	2	46	P2.C13	16	ib	replace	probable	mi	"[""16""]"	"[""L2-13a.png"", ""L2-13b.png""]"	Tall looped second ascender is compatible with b, unlike the compact 6 of 16 at the end of the preceding line. Compare L2-13a with L2-12b. The reading mihi supports but does not prove this choice.
s2t047	2	47	P2.C13	Eb	G	replace	probable	h	"[""Eb""]"	"[""L2-13a.png"", ""L2-13b.png""]"	Barred loop with long descender and lower cross-stroke resembles the G immediately later in L2-13b and the haud sign on p3. It differs from the small e-under-oval compound at s2t086.
s2t048	2	48	P2.C13	A	A	retain	not_individually_graded	i	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t049	2	49	P2.C13	X	X	retain	not_individually_graded	a	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t050	2	50	P2.C13	K	K	retain	not_individually_graded	d	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t051	2	51	P2.C13	12	12	retain	not_individually_graded	pe	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t052	2	52	P2.C13	16	16	retain	not_individually_graded	r	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t053	2	53	P2.C13	X	X	retain	not_individually_graded	a	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t054	2	54	P2.C13	les	les	retain	not_individually_graded	ge	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t055	2	55	P2.C13	T	T	retain	not_individually_graded	n	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t056	2	56	P2.C13	hu	hu	retain	not_individually_graded	du	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t057	2	57	P2.C13	F	F	retain	not_individually_graded	m	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t058	2	58	P2.C13	G	G	retain	not_individually_graded	h	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t059	2	59	P2.C13	10	10	retain	not_individually_graded	u	[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t060	2	60	P2.C13	^xN	^xN	retain	not_individually_graded		[]	"[""L2-13a.png"", ""L2-13b.png""]"	
s2t061	2	61	P2.C14	T	T	retain	not_individually_graded	n	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t062	2	62	P2.C14	N	N	retain	not_individually_graded	c	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t063	2	63	P2.C14	A	A	retain	not_individually_graded	i	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t064	2	64	P2.C14	15	15	retain	not_individually_graded	p	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t065	2	65	P2.C14	tos	tos	retain	not_individually_graded	so	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t066	2	66	P2.C14	tun	tun	retain	not_individually_graded	ru	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t067	2	67	P2.C14	F91	F91	retain	uncertain	m	"[""F91""]"	"[""L2-14a.png"", ""L2-14b.png""]"	Diacritic position/identity not securely resolved; v4 assigns m contextually. Retain this compound label.
s2t068	2	68	P2.C14	3	3	retain	not_individually_graded	q	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t069	2	69	P2.C14	Z	Z	retain	not_individually_graded	u	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t070	2	70	P2.C14	9	9	retain	not_individually_graded	e	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t071	2	71	P2.C14	4	4	retain	not_individually_graded	s	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t072	2	72	P2.C14	ib	ib	retain	not_individually_graded	mi	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t073	2	73	P2.C14	adb	adb	retain	uncertain	?	"[""adb"", ""idb""]"	"[""L2-14a.png"", ""L2-14b.png""]"	Barred two-letter group; vowel and value uncertain. Kept as a compound instead of importing ad=na.
s2t074	2	74	P2.C14	p	p	retain	not_individually_graded	n	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t075	2	75	P2.C14	xir	xir	retain	not_individually_graded	ti	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t076	2	76	P2.C14	M	M	retain	not_individually_graded	r	[]	"[""L2-14a.png"", ""L2-14b.png""]"	
s2t077	2	77	P2.C15	A	A	retain	not_individually_graded	i	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t078	2	78	P2.C15	4	4	retain	not_individually_graded	s	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t079	2	79	P2.C15	4	4	retain	not_individually_graded	s	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t080	2	80	P2.C15	xir	xir	retain	not_individually_graded	ti	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t081	2	81	P2.C15	4	4	retain	not_individually_graded	s	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t082	2	82	P2.C15	ten	ten	retain	not_individually_graded	re	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t083	2	83	P2.C15	H91	H91	retain	uncertain	?	"[""H91""]"	"[""L2-15a.png"", ""L2-15b.png""]"	Compound h-like sign with superscript marks; value not recovered.
s2t084	2	84	P2.C15	X	X	retain	not_individually_graded	a	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t085	2	85	P2.C15	S	S	retain	not_individually_graded	t	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t086	2	86	P2.C15	Eb	O_bar_e	replace	high	?	[]	"[""L2-15a.png"", ""L2-15b.png""]"	A small e-like component below the barred oval, not the long descending G form; L2-15b. Compound value remains unknown.
s2t087	2	87	P2.C15	ed	ed	retain	not_individually_graded	ne	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t088	2	88	P2.C15	los	los	retain	not_individually_graded	go	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t089	2	89	P2.C15	fir	fir	retain	not_individually_graded	ci	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t090	2	90	P2.C15	Z	Z	retain	not_individually_graded	u	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t091	2	91	P2.C15	F	F	retain	not_individually_graded	m	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t092	2	92	P2.C15	X	X	retain	not_individually_graded	a	[]	"[""L2-15a.png"", ""L2-15b.png""]"	
s2t093	2	93	P2.C16	M	M	retain	not_individually_graded	r	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t094	2	94	P2.C16	ob	ob	retain	not_individually_graded	mo	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t095	2	95	P2.C16	fun	fun	retain	not_individually_graded	ru	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t096	2	96	P2.C16	F	F	retain	not_individually_graded	m	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t097	2	97	P2.C16	fus	fus	retain	not_individually_graded	qu	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t098	2	98	P2.C16	y	y	retain	not_individually_graded	o	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t099	2	99	P2.C16	fun	fun	retain	not_individually_graded	ru	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t100	2	100	P2.C16	F	F	retain	not_individually_graded	m	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t101	2	101	P2.C16	ob	ob	retain	not_individually_graded	mo	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t102	2	102	P2.C16	xir	xir	retain	uncertain	ti	"[""xir"", ""xur""]"	"[""L2-16a.png"", ""L2-16b.png""]"	xir appears in the source; intended motu requires xur. Retain source and record i/u emendation.
s2t103	2	103	P2.C16	9	9	retain	not_individually_graded	e	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t104	2	104	P2.C16	S	S	retain	not_individually_graded	t	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t105	2	105	P2.C16	hi	hi	retain	not_individually_graded	di	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t106	2	106	P2.C16	10	10	retain	not_individually_graded	u	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t107	2	107	P2.C16	9	9	retain	not_individually_graded	e	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t108	2	108	P2.C16	M	M	retain	not_individually_graded	r	[]	"[""L2-16a.png"", ""L2-16b.png""]"	
s2t109	2	109	P2.C17	tis	tis	retain	not_individually_graded	si	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t110	2	110	P2.C17	y	y	retain	not_individually_graded	o	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t111	2	111	P2.C17	ed	ed	retain	not_individually_graded	ne	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t112	2	112	P2.C17	for	for	retain	not_individually_graded	co	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t113	2	113	P2.C17	^9/4	^9/4	retain	not_individually_graded	m	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t114	2	114	P2.C17	A	A	retain	uncertain	i	"[""A"", ""Z""]"	"[""L2-17a.png"", ""L2-17b.png""]"	Crossed a-like sign is visible; intended commune needs u instead of its established i. No source-supported substitution elected.
s2t115	2	115	P2.C17	ed	ed	retain	not_individually_graded	ne	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t116	2	116	P2.C17	3	3	retain	not_individually_graded	q	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t117	2	117	P2.C17	10	10	retain	not_individually_graded	u	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t118	2	118	P2.C17	y	y	retain	not_individually_graded	o	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t119	2	119	P2.C17	K	K	retain	not_individually_graded	d	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t120	2	120	P2.C17	Z	Z	retain	not_individually_graded	u	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t121	2	121	P2.C17	xer	xer	retain	not_individually_graded	te	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t122	2	122	P2.C17	16	16	retain	not_individually_graded	r	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t123	2	123	P2.C17	cal	cal	retain	uncertain	que	"[""cal""]"	"[""L2-17a.png"", ""L2-17b.png""]"	cal=que is inherited from context in v4, not established as an ordinary vowel-preserving family.
s2t124	2	124	P2.C17	DB	DB	retain	not_individually_graded	p	[]	"[""L2-17a.png"", ""L2-17b.png""]"	
s2t125	2	125	P2.C18	M	M	retain	not_individually_graded	r	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t126	2	126	P2.C18	9	9	retain	not_individually_graded	e	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t127	2	127	P2.C18	xer	xer	retain	not_individually_graded	te	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t128	2	128	P2.C18	T	T	retain	not_individually_graded	n	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t129	2	129	P2.C18	hi	hi	retain	not_individually_graded	di	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t130	2	130	P2.C18	ub	ub	retain	not_individually_graded	mu	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t131	2	131	P2.C18	Zx	Zx	retain	not_individually_graded	s	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t132	2	132	P2.C18	DB	DB	retain	not_individually_graded	p	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t133	2	133	P2.C18	M	M	retain	not_individually_graded	r	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t134	2	134	P2.C18	Pb	Pb	retain	not_individually_graded	e	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t135	2	135	P2.C18	hi	hi	retain	not_individually_graded	di	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t136	2	136	P2.C18	N	N	retain	not_individually_graded	c	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t137	2	137	P2.C18	xer	xer	retain	not_individually_graded	te	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t138	2	138	P2.C18	X	X	retain	not_individually_graded	a	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t139	2	139	P2.C18	Z	Z	retain	not_individually_graded	u	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t140	2	140	P2.C18	lus	lus	retain	not_individually_graded	gu	[]	"[""L2-18a.png"", ""L2-18b.png""]"	
s2t141	2	141	P2.C19	#	#	retain	not_individually_graded	s	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t142	2	142	P2.C19	xir	xir	retain	not_individually_graded	ti	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t143	2	143	P2.C19	tis	tis	retain	not_individually_graded	si	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t144	2	144	P2.C19	eb	eb	retain	not_individually_graded	me	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t145	2	145	P2.C19	od	od	retain	not_individually_graded	no	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t146	2	146	P2.C19	#	#	retain	not_individually_graded	s	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t147	2	147	P2.C19	S	S	retain	not_individually_graded	t	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t148	2	148	P2.C19	M	M	retain	not_individually_graded	r	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t149	2	149	P2.C19	9	9	retain	not_individually_graded	e	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t150	2	150	P2.C19	ho	ho	retain	not_individually_graded	do	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t151	2	151	P2.C19	ub	ub	retain	uncertain	mu	"[""ub"", ""ib"", ""16""]"	"[""L2-19a.png"", ""L2-19b.png""]"	Tall loop and preceding short stroke are ambiguous; pass2 ub=mu retained, but source may be ib. No confidence upgrade from domus context.
s2t152	2	152	P2.C19	#	#	retain	not_individually_graded	s	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t153	2	153	P2.C19	for	for	retain	not_individually_graded	co	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t154	2	154	P2.C19	ub	ub	retain	not_individually_graded	mu	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t155	2	155	P2.C19	y	y	retain	not_individually_graded	o	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t156	2	156	P2.C19	hu	hu	retain	not_individually_graded	du	[]	"[""L2-19a.png"", ""L2-19b.png""]"	
s2t157	2	157	P2.C19	4	4	retain	uncertain	s	"[""4""]"	"[""L2-19a.png"", ""L2-19b.png""]"	Long-stem 4 after comuodu remains; m needed for commodum is not justified by setting all 4 signs to m.
s2t158	2	158	P2.C20	od	od	retain	not_individually_graded	no	[]	"[""L2-20a.png"", ""L2-20b.png""]"	
s2t159	2	159	P2.C20	4	D4short	replace	probable	?	"[""4""]"	"[""L2-20a.png"", ""L2-20b.png""]"	Triangular 4-like shape has a much shorter lower stem than adjacent ordinary 4 signs; L2-20a versus L2-19b. Candidate n in non is contextual and is not installed as a key value.
s2t160	2	160	P2.C20	ib	ib	retain	not_individually_graded	mi	[]	"[""L2-20a.png"", ""L2-20b.png""]"	
s2t161	2	161	P2.C20	od	od	retain	not_individually_graded	no	[]	"[""L2-20a.png"", ""L2-20b.png""]"	
s2t162	2	162	P2.C20	16	16	retain	not_individually_graded	r	[]	"[""L2-20a.png"", ""L2-20b.png""]"	
s2t163	2	163	P2.C20	R	R	retain	not_individually_graded	q	[]	"[""L2-20a.png"", ""L2-20b.png""]"	
